;;;;;;
;;;;;;
;"01001 - Mathematics 1a (Polytechnical foundation)
Danish | 10 ECTS | 2024/2025 | Autumn";;;;;
;"01002 - Mathematics 1b (Polytechnical Foundation)
Danish | 10 ECTS | 2024/2025 | Spring";;;;;
;"01003 - Mathematics 1a (Polytechnical foundation)
English | 10 ECTS | 2024/2025 | Autumn";;;;;
;"01004 - Mathematics 1b (Polytechnical Foundation)
English | 10 ECTS | 2024/2025 | Spring";;;;;
;"01017 - Discrete Mathematics
Danish | 5 ECTS | 2024/2025 | Autumn E2B (Thurs 8-12)";;;;;
;"01018 - Discrete mathematics 2: algebra
English | 5 ECTS | 2024/2025 | Autumn E3B (Fri 13-17)";;;;;
;"01019 - Discrete Mathematics
English | 5 ECTS | 2024/2025 | Autumn E2B (Thurs 8-12)";;;;;
;"01020 - Advanced Linear Algebra
Danish | 5 ECTS | 2024/2025 | Spring F2B (Thurs 8-12)";;;;;
;"01025 - Advanced Mathematics 2 for Mathematics and Technology
Danish | 5 ECTS | 2024/2025 | Autumn E5A (Wed 8-12)";;;;;
;"01034 - Advanced Engineering Mathematics 2
English | 5 ECTS | 2024/2025 | Autumn E1A (Mon 8-12)";;;;;
;"01035 - Advanced Engineering Mathematics 2
Danish | 5 ECTS | 2024/2025 | Autumn E2B (Thurs 8-12) or Spring F2B (Thurs 8-12)";;;;;
;"01037 - Advanced Engineering Mathematics 2 (Summer University)
Danish | 5 ECTS | 2024/2025 | August";;;;;
;"01125 - Fundamental topological concepts and metric spaces
Danish | 5 ECTS | 2024/2025 | Spring F1B (Thurs 13-17)";;;;;
;"01227 - Graph Theory
English | 5 ECTS | 2024/2025 | Spring F1B (Thurs 13-17)";;;;;
;"01237 - Differential geometry and parametric design
Danish | 5 ECTS | 2024/2025 | Autumn E4B (Fri 8-12)";;;;;
;"01238 - Differential Geometry
English | 5 ECTS | 2024/2025 | Spring F2B (Thurs 8-12)";;;;;
;"01257 - Advanced Modelling - Applied Mathematics
English | 5 ECTS | 2024/2025 | January";;;;;
;"01325 - Mathematics 4: Analysis - a Toolbox in Physics and Engineering
English | 5 ECTS | 2024/2025 | Spring F1A (Mon 8-12)";;;;;
;"01405 - Algebraic Error-Correcting Codes
English | 5 ECTS | 2024/2025 | Spring F4B (Fri 8-12)";;;;;
;"01410 - Cryptography 1
English | 5 ECTS | 2024/2025 | Spring F2A (Mon 13-17)";;;;;
;"01415 - Computational Discrete Mathematics
English | 5 ECTS | 2024/2025 | Autumn E5B (Wed 13-17)";;;;;
;"01418 - Introduction to Partial Differential Equations
English | 5 ECTS | 2024/2025 | Autumn E5A (Wed 8-12)";;;;;
;"01426 - Cryptography 2
English | 5 ECTS | 2024/2025 | Autumn E3A (Tues 8-12)";;;;;
;;;;;;
;"01617 - Introduction to Dynamical Systems
English | 5 ECTS | 2024/2025 | Autumn E3B (Fri 13-17)";;;;;
;"01621 - Advanced Dynamical Systems: Global Theory
English | 5 ECTS | 2024/2025 | Spring F1A (Mon 8-12)";;;;;
;"01622 - Advanced Dynamical Systems: Applications in Science and Engineering
English | 5 ECTS | 2024/2025 | Spring F3B (Fri 13-17)";;;;;
;"01666 - Project work - Bachelor of Mathematics and Technology
Danish | 10 ECTS | 2024/2025 | Spring F5B (Wed 13-17) and June";;;;;
;"01715 - Functional Analysis
English | 5 ECTS | 2024/2025 | Autumn E4B (Fri 8-12)";;;;;
;"01716 - Advanced Topics in Applied Functional Analysis
English | 5 ECTS | 2024/2025 | Spring F3A (Tues 8-12)";;;;;
;"01904 - Discrete mathematics
Danish | 5 ECTS | 2024/2025 | Autumn E5A (Wed 8-12)";;;;;
;"01910 - Calculus and algebra 1 - Digital Twin
Danish | 5 ECTS | 2024/2025 | Outside schedule structure";;;;;
;"01911 - Mathematical Analysis and Modelling
Danish | 5 ECTS | 2024/2025 | Autumn and January";;;;;
;"01915 - Calculus and Algebra 2
Danish | 5 ECTS | 2024/2025 | Outside schedule structure";;;;;
;"01920 - Calculus and Algebra 2
Danish | 5 ECTS | 2024/2025 | Autumn E5B (Wed 13-17)";;;;;
;"01922 - Linear Algebra and Modelling
Danish | 5 ECTS | 2024/2025 | Spring F5 (Wed 8-17)";;;;;
;"02002 - Computer Programming (Polytechnical Foundation)
Danish | 5 ECTS | 2024/2025 | Autumn E1B (Thurs 13-17)";;;;;
;"02003 - Computer Programming (Polytechnical Foundation)
English | 5 ECTS | 2024/2025 | Autumn E4B (Fri 8-12)";;;;;
;"02100 - Introductory Programming and Software Technology
Danish | 10 ECTS | 2024/2025 | Autumn E5 (Wed 8-17)";;;;;
;"02104 - Introductory programming project in Software Technology
Danish | 5 ECTS | 2024/2025 | January";;;;;
;"02105 - Algorithms and Data Structures 1
English | 5 ECTS | 2024/2025 | Spring F2B (Thurs 8-12)";;;;;
;"02110 - Algorithms and Data Structures 2
English | 5 ECTS | 2024/2025 | Autumn E2B (Thurs 8-12)";;;;;
;"02112 - Embedded Systems Programming
English | 5 ECTS | 2024/2025 | January";;;;;
;"02113 - Digital Systems Design Project
English | 5 ECTS | 2024/2025 | June";;;;;
;"02114 - Design of a RISC-V Microprocessor
English | 5 ECTS | 2024/2025 | January";;;;;
;"02116 - Networked Embedded Systems
English | 5 ECTS | 2024/2025 | Autumn E1B (Thurs 13-17)";;;;;
;"02118 - Introduction to Chip Design
English | 5 ECTS | 2024/2025 | Spring F5B (Wed 13-17)";;;;;
;"02122 - Software Technology Project
Danish | 10 ECTS | 2024/2025 | Spring F5B (Wed 13-17) and June";;;;;
;"02123 - Project Work â€“ Bachelor in Computer Engineering
Danish | 10 ECTS | 2024/2025 | Spring F5B (Wed 13-17) and June";;;;;
;"02132 - Computer Systems
English | 10 ECTS | 2024/2025 | Autumn E5 (Wed 8-17)";;;;;
;"02135 - Introduction to Cyber Systems
English | 5 ECTS | 2024/2025 | Spring F2A (Mon 13-17)";;;;;
;"02138 - Digital Electronics 1
Danish | 5 ECTS | 2024/2025 | Autumn E4B (Fri 8-12)";;;;;
;"02139 - Digital Electronics 2
English | 5 ECTS | 2024/2025 | Spring F1B (Thurs 13-17)";;;;;
;"02141 - Computer Science Modelling
English | 10 ECTS | 2024/2025 | Spring F3A (Tues 8-12) and Spring F4B (Fri 8-12)";;;;;
;"02143 - Formal Languages and Semantics
English | 5 ECTS | 2024/2025 | Spring F3A (Tues 8-12) and Spring F4B (Fri 8-12)";;;;;
;"02148 - Introduction to Coordination in Distributed Applications
English | 5 ECTS | 2024/2025 | January";;;;;
;"02155 - Computer Architecture and Engineering
English | 5 ECTS | 2024/2025 | Autumn E2A (Mon 13-17)";;;;;
;"02156 - Logical Systems and Logic Programming
English | 5 ECTS | 2024/2025 | Autumn E4A (Tues 13-17)";;;;;
;"02157 - Functional Programming
English | 5 ECTS | 2024/2025 | Autumn E4B (Fri 8-12)";;;;;
;"02158 - Concurrent Programming
English | 5 ECTS | 2024/2025 | Autumn E1B (Thurs 13-17)";;;;;
;"02159 - Operating Systems
English | 5 ECTS | 2024/2025 | Autumn E2B (Thurs 8-12)";;;;;
;"02160 - Agile Object-oriented Software Development
English | 10 ECTS | 2024/2025 | Spring F5 (Wed 8-17)";;;;;
;"02161 - Software Engineering 1
Danish | 5 ECTS | 2024/2025 | Spring F2A (Mon 13-17)";;;;;
;"02162 - Software Engineering 2
English | 10 ECTS | 2024/2025 | Autumn E3 (Tues 8-12, Fri 13-17)";;;;;
;"02170 - Database Systems
English | 5 ECTS | 2024/2025 | Spring F2B (Thurs 8-12)";;;;;
;"02180 - Introduction to Artificial Intelligence
English | 5 ECTS | 2024/2025 | Spring F3A (Tues 8-12)";;;;;
;"02182 - Symbolic Artificial Intelligence
Danish | 5 ECTS | 2024/2025 | Spring F1B (Thurs 13-17)";;;;;
;"02191 - Computer Security Forensics
English | 5 ECTS | 2024/2025 | January";;;;;
;"02192 - Computer Security Incident Response
English | 5 ECTS | 2024/2025 | Spring F3B (Fri 13-17)";;;;;
;"02193 - Ethical Hacking
English | 5 ECTS | 2024/2025 | June";;;;;
;"02195 - Quantum Algorithms and Machine Learning
English | 5 ECTS | 2024/2025 | Spring F2A (Mon 13-17)";;;;;
;"02196 - Quantum Compilers
English | 5 ECTS | 2024/2025 | Spring F5B (Wed 13-17)";;;;;
;"02201 - Agile Hardware Design
English | 5 ECTS | 2024/2025 | Autumn E4A (Tues 13-17)";;;;;
;"02203 - Design of Digital Systems
English | 5 ECTS | 2024/2025 | Autumn E2B (Thurs 8-12)";;;;;
;"02205 - VLSI Design
English | 5 ECTS | 2024/2025 | Spring F3A (Tues 8-12)";;;;;
;"02209 - Test of Digital Systems
English | 5 ECTS | 2024/2025 | Autumn E1B (Thurs 13-17)";;;;;
;"02211 - Research Topics in Computer Architecture
English | 5 ECTS | 2024/2025 | Spring F4A (Tues 13-17)";;;;;
;"02214 - Hardware/Software Codesign
English | 5 ECTS | 2024/2025 | Spring F1B (Thurs 13-17)";;;;;
;"02225 - Distributed Real-Time Systems
English | 5 ECTS | 2024/2025 | Spring F4B (Fri 8-12)";;;;;
;"02226 - Networked Embedded Systems
English | 5 ECTS | 2024/2025 | Autumn E1B (Thurs 13-17)";;;;;
;"02232 - Applied Cryptography
English | 5 ECTS | 2024/2025 | Autumn E1B (Thurs 13-17)";;;;;
;"02233 - Network Security
English | 5 ECTS | 2024/2025 | Spring F4A (Tues 13-17)";;;;;
;"02234 - Research Topics in Cybersecurity
English | 5 ECTS | 2024/2025 | Autumn E4A (Tues 13-17)";;;;;
;"02238 - Biometric Systems
English | 5 ECTS | 2024/2025 | June";;;;;
;"02239 - Data Security
English | 7.5 ECTS | 2024/2025 | Autumn E5B (Wed 13-17)";;;;;
;"02242 - Program Analysis
English | 7.5 ECTS | 2024/2025 | Autumn E2A (Mon 13-17)";;;;;
;"02244 - Logic for Security
English | 7.5 ECTS | 2024/2025 | Spring F2A (Mon 13-17)";;;;;
;"02245 - Program Verification
English | 7.5 ECTS | 2024/2025 | Autumn E1B (Thurs 13-17)";;;;;
;"02246 - Model Checking
English | 7.5 ECTS | 2024/2025 | Autumn E4B (Fri 8-12)";;;;;
;"02247 - Compiler Construction
English | 5 ECTS | 2024/2025 | Spring F2B (Thurs 8-12)";;;;;
;"02249 - Computationally Hard Problems
English | 7.5 ECTS | 2024/2025 | Autumn E3A (Tues 8-12)";;;;;
;"02255 - Modern Cryptography
English | 5 ECTS | 2024/2025 | Spring F5B (Wed 13-17)";;;;;
;"02256 - Automated Reasoning
English | 5 ECTS | 2024/2025 | Spring F1B (Thurs 13-17)";;;;;
;"02258 - Parallel Computer Systems
English | 5 ECTS | 2024/2025 | Autumn E5A (Wed 8-12)";;;;;
;"02263 - Formal Aspects of Software Engineering
English | 5 ECTS | 2024/2025 | Autumn E1A (Mon 8-12)";;;;;
;"02266 - User Experience Engineering
English | 5 ECTS | 2024/2025 | January";;;;;
;"02267 - Software Development of Web Services
English | 5 ECTS | 2024/2025 | January";;;;;
;"02268 - Process-oriented and Event-driven Software Systems
English | 5 ECTS | 2024/2025 | Autumn E4A (Tues 13-17)";;;;;
;"02269 - Process Mining
English | 5 ECTS | 2024/2025 | Autumn E5A (Wed 8-12)";;;;;
;"02282 - Algorithms for Massive Data Sets
English | 7.5 ECTS | 2024/2025 | Spring F1A (Mon 8-12)";;;;;
;"02285 - Artificial Intelligence and Multi-Agent Systems
English | 7.5 ECTS | 2024/2025 | Spring F4A (Tues 13-17)";;;;;
;"02287 - Logical Theories for Uncertainty and Learning
English | 5 ECTS | 2024/2025 | Autumn E2B (Thurs 8-12)";;;;;
;"02289 - Algorithmic Techniques for Modern Data Models
English | 5 ECTS | 2024/2025 | Autumn E4B (Fri 8-12)";;;;;
;"02291 - System Integration
English | 5 ECTS | 2024/2025 | Spring F5A (Wed 8-12)";;;;;
;"02311 - Introduction to embedded systems
Danish | 5 ECTS | 2024/2025 | Autumn E5B (Wed 13-17)";;;;;
;"02312 - Introductory Programming
English | 10 ECTS | 2024/2025 | Autumn E2A (Mon 13-17) and Autumn E2B (Thurs 8-12)";;;;;
;"02321 - Hardware/Software Programming
Danish | 10 ECTS | 2024/2025 | Autumn E1B (Thurs 13-17) and January";;;;;
;"02322 - Machine oriented programming
Danish | 5 ECTS | 2024/2025 | Spring F1B (Thurs 13-17)";;;;;
;"02323 - Introduction to Statistics
Danish | 5 ECTS | 2024/2025 | Autumn E4B (Fri 8-12) or Spring F4B (Fri 8-12)";;;;;
;"02324 - Advanced Programming
English | 10 ECTS | 2024/2025 | Spring F3A (Tues 8-12) and Spring F4B (Fri 8-12)";;;;;
;"02325 - Programming Project
Danish | 5 ECTS | 2024/2025 | June";;;;;
;"02326 - Algorithms and Data Structures
Danish | 5 ECTS | 2024/2025 | Spring F2B (Thurs 8-12)";;;;;
;"02327 - Introductory Databases and Database Programming
English | 5 ECTS | 2024/2025 | Autumn E5B (Wed 13-17)";;;;;
;"02328 - Digital electronics
Danish | 5 ECTS | 2024/2025 | Spring F4B (Fri 8-12)";;;;;
;"02329 - Digital systems CDIO project
Danish | 5 ECTS | 2024/2025 | June";;;;;
;"02332 - Compiler Construction
Danish | 5 ECTS | 2024/2025 | Autumn E4A (Tues 13-17)";;;;;
;"02335 - Operating Systems
English | 5 ECTS | 2024/2025 | Autumn E3A (Tues 8-12)";;;;;
;"02346 - Distributed and Parallel Systems
Danish | 5 ECTS | 2024/2025 | Spring F4A (Tues 13-17)";;;;;
;"02369 - Software Processes and Patterns
English | 5 ECTS | 2024/2025 | Autumn E1B (Thurs 13-17)";;;;;
;"02393 - Programming in C++
English | 5 ECTS | 2024/2025 | E7 (Tues 18-22)";;;;;
;"02402 - Statistics (Polytechnical Foundation)
Danish | 5 ECTS | 2024/2025 | Autumn E3A (Tues 8-12) or Spring F4A (Tues 13-17)";;;;;
;"02403 - Introduction to Mathematical Statistics
Danish | 5 ECTS | 2024/2025 | June";;;;;
;"02405 - Probability theory
Danish | 5 ECTS | 2024/2025 | Autumn E4B (Fri 8-12)";;;;;
;"02407 - Stochastic Processes - Probability 2
English | 5 ECTS | 2024/2025 | Autumn E3A (Tues 8-12)";;;;;
;"02409 - Multivariate Statistics
English | 5 ECTS | 2024/2025 | Autumn E1A (Mon 8-12)";;;;;
;"02411 - Statistical Design and Analysis of Experiments
English | 5 ECTS | 2024/2025 | Autumn E2A (Mon 13-17) or Spring F1A (Mon 8-12)";;;;;
;"02413 - Statistical Quality Control
English | 5 ECTS | 2024/2025 | Autumn E1B (Thurs 13-17)";;;;;
;"02417 - Time Series Analysis
English | 5 ECTS | 2024/2025 | Spring F4B (Fri 8-12)";;;;;
;"02418 - Statistical modelling: Theory and practice
English | 5 ECTS | 2024/2025 | Autumn E4A (Tues 13-17)";;;;;
;"02421 - Stochastic Adaptive Control
English | 5 ECTS | 2024/2025 | Spring F3A (Tues 8-12)";;;;;
;"02425 - Diffusions and stochastic differential equations
English | 5 ECTS | 2024/2025 | Autumn E1B (Thurs 13-17)";;;;;
;"02426 - Non-linear random effect models: time-independent and dynamic models
English | 5 ECTS | 2024/2025 | Spring F2A (Mon 13-17)";;;;;
;"02427 - Advanced Time Series Analysis
English | 10 ECTS | 2024/2025 | Autumn E5 (Wed 8-17)";;;;;
;"02428 - Dynamic Optimization
English | 5 ECTS | 2024/2025 | Autumn E4A (Tues 13-17)";;;;;
;"02429 - Analysis of correlated data: Mixed linear models
English | 5 ECTS | 2024/2025 | Autumn E2B (Thurs 8-12)";;;;;
;"02431 - Risk Management
English | 5 ECTS | 2024/2025 | January";;;;;
;"02435 - Decision-Making Under Uncertainty
English | 5 ECTS | 2024/2025 | Spring F4A (Tues 13-17)";;;;;
;"02441 - Applied Statistics and Statistical Software
English | 5 ECTS | 2024/2025 | January";;;;;
;"02443 - Stochastic Simulation
English | 5 ECTS | 2024/2025 | June";;;;;
;"02445 - Project in Statistical Evaluation for Artificial Intelligence and Data
English | 5 ECTS | 2024/2025 | June";;;;;
;"02450 - Introduction to Machine Learning and Data Mining
English | 5 ECTS | 2024/2025 | Spring F4A (Tues 13-17) or Autumn E4A (Tues 13-17)";;;;;
;"02455 - Experiment in Cognitive Science
English | 5 ECTS | 2024/2025 | Autumn E5A (Wed 8-12)";;;;;
;"02456 - Deep learning
English | 5 ECTS | 2024/2025 | Autumn E2A (Mon 13-17)";;;;;
;"02458 - Cognitive Modelling
English | 5 ECTS | 2024/2025 | Autumn E2B (Thurs 8-12)";;;;;
;"02460 - Advanced Machine Learning
English | 5 ECTS | 2024/2025 | Spring F1B (Thurs 13-17)";;;;;
;"02461 - Introduction to Intelligent Systems
Danish | 10 ECTS | 2024/2025 | Autumn E5B (Wed 13-17) and January";;;;;
;"02462 - Signals and data
English | 5 ECTS | 2024/2025 | Autumn";;;;;
;"02463 - Active machine learning and agency.
Danish | 5 ECTS | 2024/2025 | Spring F4A (Tues 13-17)";;;;;
;"02464 - Artificial Intelligence and Human Cognition
English | 5 ECTS | 2024/2025 | Autumn E3A (Tues 8-12)";;;;;
;"02465 - Introduction to reinforcement learning and control
English | 5 ECTS | 2024/2025 | Spring F4B (Fri 8-12)";;;;;
;"02466 - Project work - Bachelor of Artificial Intelligence and Data
Danish | 10 ECTS | 2024/2025 | Spring F5B (Wed 13-17) and June";;;;;
;"02467 - Computational Social Science
English | 5 ECTS | 2024/2025 | Spring F5A (Wed 8-12)";;;;;
;"02471 - Machine learning for signal processing
English | 5 ECTS | 2024/2025 | Autumn E1B (Thurs 13-17)";;;;;
;"02476 - Machine Learning Operations
English | 5 ECTS | 2024/2025 | January";;;;;
;"02477 - Bayesian machine learning
English | 5 ECTS | 2024/2025 | Spring F2A (Mon 13-17)";;;;;
;"02492 - Digital Learning Technology and Entrepreneurship
English | 5 ECTS | 2024/2025 | Autumn E3A (Tues 8-12)";;;;;
;"02501 - Advanced Deep Learning in Computer Vision
English | 5 ECTS | 2024/2025 | Spring F4A (Tues 13-17)";;;;;
;"02502 - Image analysis
English | 5 ECTS | 2024/2025 | Autumn E3A (Tues 8-12) or Spring F3A (Tues 8-12)";;;;;
;"02504 - Computer Vision
English | 5 ECTS | 2024/2025 | Spring F3B (Fri 13-17)";;;;;
;"02506 - Advanced Image Analysis
English | 5 ECTS | 2024/2025 | Spring F5B (Wed 13-17)";;;;;
;"02509 - Computational 3D Imaging and Analysis
English | 10 ECTS | 2024/2025 | Spring F5 (Wed 8-17)";;;;;
;"02510 - Deep Learning for Experimental 3D Image Analysis
English | 5 ECTS | 2024/2025 | Spring F2B (Thurs 8-12)";;;;;
;"02516 - Introduction to Deep Learning in Computer Vision
English | 5 ECTS | 2024/2025 | Autumn E5B (Wed 13-17)";;;;;
;"02517 - Responsible AI: Algorithmic fairness and explainability
English | 5 ECTS | 2024/2025 | Autumn E2B (Thurs 8-12)";;;;;
;"02525 - Introduction to Mathematics and Technology
Danish | 10 ECTS | 2024/2025 | Autumn E2A (Mon 13-17) and January";;;;;
;"02526 - Mathematical Modeling
English | 5 ECTS | 2024/2025 | Spring F3A (Tues 8-12)";;;;;
;"02561 - Computer Graphics
English | 5 ECTS | 2024/2025 | Autumn E5A (Wed 8-12)";;;;;
;"02562 - Rendering - Introduction
English | 5 ECTS | 2024/2025 | Autumn E5B (Wed 13-17)";;;;;
;"02563 - Generative Methods for Computer Graphics
English | 5 ECTS | 2024/2025 | Spring F1B (Thurs 13-17)";;;;;
;"02566 - Creating Digital Visual Experiences
English | 10 ECTS | 2024/2025 | Spring F2 (Mon 13-17, Thurs 8-12)";;;;;
;"02580 - Geometric Data Analysis and Processing
English | 5 ECTS | 2024/2025 | Spring F5B (Wed 13-17)";;;;;
;"02582 - Computational Data Analysis
English | 5 ECTS | 2024/2025 | Spring F2B (Thurs 8-12)";;;;;
;"02586 - Statistical Genetics
English | 5 ECTS | 2024/2025 | Autumn E1A (Mon 8-12)";;;;;
;"02601 - Introduction to Numerical Algorithms
Danish | 5 ECTS | 2024/2025 | Spring F1B (Thurs 13-17) or Autumn E4B (Fri 8-12)";;;;;
;"02610 - Optimization and Data Fitting
English | 5 ECTS | 2024/2025 | Autumn E2A (Mon 13-17)";;;;;
;"02611 - Optimization for Data Science
English | 5 ECTS | 2024/2025 | Spring F5B (Wed 13-17)";;;;;
;"02612 - Constrained Optimization
English | 5 ECTS | 2024/2025 | Spring F4A (Tues 13-17)";;;;;
;"02613 - Python and High-Performance Computing
English | 5 ECTS | 2024/2025 | Spring F5A (Wed 8-12)";;;;;
;"02614 - High-Performance Computing
English | 5 ECTS | 2024/2025 | January";;;;;
;"02616 - Large-scale Modelling
English | 5 ECTS | 2024/2025 | Spring F3A (Tues 8-12)";;;;;
;"02619 - Model Predictive Control
English | 5 ECTS | 2024/2025 | Autumn E2B (Thurs 8-12)";;;;;
;"02623 - The Finite Element Method for Partial Differential Equations
English | 5 ECTS | 2024/2025 | January";;;;;
;"02624 - Inverse problems and Imaging
English | 5 ECTS | 2024/2025 | Autumn E5B (Wed 13-17)";;;;;
;"02635 - Mathematical software programming
English | 5 ECTS | 2024/2025 | Autumn E1B (Thurs 13-17)";;;;;
;"02686 - Scientific computing for differential equations
English | 5 ECTS | 2024/2025 | Spring F1B (Thurs 13-17)";;;;;
;"02687 - Scientific Computing for ordinary and partial differential equations
English | 5 ECTS | 2024/2025 | Spring F1A (Mon 8-12)";;;;;
;"02689 - Advanced Numerical Methods for Differential Equations
English | 5 ECTS | 2024/2025 | Autumn E2B (Thurs 8-12)";;;;;
;"02805 - Social graphs and interactions
English | 10 ECTS | 2024/2025 | Autumn E5 (Wed 8-17)";;;;;
;"02806 - Social data analysis and visualization
English | 5 ECTS | 2024/2025 | Spring F3A (Tues 8-12)";;;;;
;"02807 - Computational Tools for Data Science
English | 5 ECTS | 2024/2025 | E7 (Tues 18-22)";;;;;
;"02808 - Personal Data Interaction for Mobile and Wearables
English | 10 ECTS | 2024/2025 | Spring F5 (Wed 8-17)";;;;;
;"02809 - UX Design Prototyping
English | 5 ECTS | 2024/2025 | Autumn E1A (Mon 8-12)";;;;;
;"02830 - Advanced Project in Digital Media Engineering
English | 10 ECTS | 2024/2025 | Autumn E5B (Wed 13-17)";;;;;
;"02840 - Computer Game Programming Fundamentals (DADIU)
English | 15 ECTS | 2024/2025 | Autumn";;;;;
;"02841 - Computer Game Programming in a Production (DADIU)
English | 15 ECTS | 2024/2025 | Autumn";;;;;